source_type,source_file,title,programa,ciclo,section,content
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,29,id: 29 question: Promedio de horas de clase por modalidad intent: aggregate chart_type: bar table: silabos dimension: modalidad_estudio metric_or_operation: AVG(horas_totales)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,30,id: 30 question: Total de créditos acumulados por facultad intent: aggregate chart_type: bar table: plan_estudios dimension: facultad metric_or_operation: SUM(total_creditos)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,31,id: 31 question: Ranking de programas con más créditos intent: ranking chart_type: horizontal_bar table: plan_estudios dimension: programa_estudio metric_or_operation: SUM(total_creditos)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,32,id: 32 question: Top 10 cursos con mayor carga horaria intent: ranking chart_type: horizontal_bar table: silabos dimension: curso metric_or_operation: SUM(horas_totales)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,33,id: 33 question: Programas con más cursos en la malla intent: ranking chart_type: horizontal_bar table: malla_curricular dimension: programa_estudio metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,34,id: 34 question: Top 5 facultades con más asignaturas intent: ranking chart_type: horizontal_bar table: silabos dimension: facultad metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,35,id: 35 question: Cursos con más horas prácticas intent: ranking chart_type: horizontal_bar table: silabos dimension: curso metric_or_operation: SUM(horas_practicas)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,36,id: 36 question: Ranking de sedes por cantidad de sílabos intent: ranking chart_type: horizontal_bar table: silabos dimension: sede metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,37,id: 37 question: Top programas con mayor promedio de créditos intent: ranking chart_type: horizontal_bar table: malla_curricular dimension: programa_estudio metric_or_operation: AVG(creditos)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,38,id: 38 question: Cursos con menos créditos asignados intent: ranking chart_type: horizontal_bar table: malla_curricular dimension: curso metric_or_operation: MIN(creditos)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,39,id: 39 question: Top 10 programas por total de horas intent: ranking chart_type: horizontal_bar table: silabos dimension: programa_estudio metric_or_operation: SUM(horas_totales)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,40,id: 40 question: Ranking de áreas de formación por créditos intent: ranking chart_type: horizontal_bar table: malla_curricular dimension: area_formacion metric_or_operation: SUM(creditos)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,41,id: 41 question: Hazme un gráfico de barras de cursos por facultad intent: chart chart_type: bar table: silabos dimension: facultad metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,42,id: 42 question: Muéstrame un pie de modalidades de estudio intent: chart chart_type: pie table: silabos dimension: modalidad_estudio metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,43,id: 43 question: Visualiza la distribución de créditos por ciclo intent: chart chart_type: bar table: malla_curricular dimension: ciclo metric_or_operation: SUM(creditos)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,44,id: 44 question: Gráfico de línea de cursos por periodo intent: chart chart_type: line table: plan_estudios dimension: periodo_inicio metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,45,id: 45 question: Gráfica de dispersión créditos vs horas de clase intent: chart chart_type: scatter table: silabos metric_or_operation: creditos vs horas_totales
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,46,id: 46 question: Diagrama de barras horizontales por programa intent: chart chart_type: horizontal_bar table: silabos dimension: programa_estudio metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,47,id: 47 question: Pastel de distribución por sede intent: chart chart_type: pie table: silabos dimension: sede metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,48,id: 48 question: Visualizar horas teóricas vs horas prácticas intent: chart chart_type: scatter table: silabos metric_or_operation: horas_teoricas vs horas_practicas
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,49,id: 49 question: Histograma de créditos intent: chart chart_type: histogram table: malla_curricular metric_or_operation: creditos
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,50,id: 50 question: Mapa de calor cursos por programa y ciclo intent: chart chart_type: heatmap table: malla_curricular dimension: programa_estudio-ciclo metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,Enfermería,,51,id: 51 question: Lista de cursos de Enfermería intent: list table: silabos dimension: curso filters: programa=Enfermeria
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,Ingeniería de Sistemas,,52,id: 52 question: Dame los sílabos de Ingeniería de Sistemas intent: list table: silabos filters: programa=Sistemas
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,5,53,id: 53 question: Mostrar todos los cursos del ciclo 5 intent: list table: malla_curricular filters: ciclo=5
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,54,id: 54 question: Ver asignaturas de la sede Lima intent: list table: silabos filters: sede=Lima
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,55,id: 55 question: Listar cursos obligatorios intent: list table: malla_curricular filters: tipo_curso=obligatorio
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,56,id: 56 question: Dame los recursos de aprendizaje de Estadística intent: list table: recurso_aprendizaje filters: curso=Estadistica
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,57,id: 57 question: Mostrar bibliografía del curso Cálculo intent: list table: recurso_aprendizaje filters: curso=Calculo
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,58,id: 58 question: Lista de URLs de recursos por programa intent: list table: recurso_aprendizaje dimension: url_recurso
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,59,id: 59 question: Cursos electivos por facultad de Ingeniería intent: list table: malla_curricular filters: facultad=Ingenieria
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,60,id: 60 question: Listar planes de estudio activos intent: list table: plan_estudios filters: estado=activo
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,61,id: 61 question: Cursos por área de formación básica intent: count chart_type: bar table: malla_curricular dimension: programa_estudio metric_or_operation: COUNT filters: area_formacion=basica
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,62,id: 62 question: Asignaturas de formación general por ciclo intent: count chart_type: bar table: malla_curricular dimension: ciclo metric_or_operation: COUNT filters: area_formacion=general
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,63,id: 63 question: Distribución de cursos especializados por programa intent: count chart_type: bar table: malla_curricular dimension: programa_estudio metric_or_operation: COUNT filters: area_formacion=especialidad
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,64,id: 64 question: Cuántos cursos de práctica profesional hay intent: count table: malla_curricular metric_or_operation: COUNT filters: tipo_curso=practica
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,65,id: 65 question: Total de electivos por sede intent: count chart_type: bar table: malla_curricular dimension: sede metric_or_operation: COUNT filters: tipo_curso=electivo
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,66,id: 66 question: Planes de estudio vigentes por programa intent: count chart_type: bar table: plan_estudios dimension: programa_estudio metric_or_operation: COUNT filters: estado=vigente
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,67,id: 67 question: Cuántas versiones de plan tiene cada programa intent: count chart_type: bar table: plan_estudios dimension: programa_estudio metric_or_operation: COUNT(version_plan)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,68,id: 68 question: Distribución de planes por nivel académico intent: count chart_type: pie table: plan_estudios dimension: nivel_academico metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,69,id: 69 question: Cuántos planes hay por grado académico intent: count chart_type: bar table: plan_estudios dimension: grado_academico metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,70,id: 70 question: Total de ciclos por programa en el plan intent: aggregate chart_type: bar table: plan_estudios dimension: programa_estudio metric_or_operation: MAX(total_ciclos)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,71,id: 71 question: Recursos bibliográficos por tipo intent: count chart_type: pie table: recurso_aprendizaje dimension: tipo_recurso metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,72,id: 72 question: Cuántos recursos hay por curso intent: count chart_type: bar table: recurso_aprendizaje dimension: curso metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,73,id: 73 question: Total de recursos por programa de estudio intent: count chart_type: bar table: recurso_aprendizaje dimension: programa_estudio metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,74,id: 74 question: Recursos obligatorios vs opcionales intent: count chart_type: pie table: recurso_aprendizaje dimension: obligatorio metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,75,id: 75 question: Distribución de recursos por idioma intent: count chart_type: pie table: recurso_aprendizaje dimension: idioma metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,76,id: 76 question: Cuántos recursos web hay por ciclo intent: count chart_type: bar table: recurso_aprendizaje dimension: ciclo metric_or_operation: COUNT filters: tipo=url
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,77,id: 77 question: Libros de texto por programa intent: count chart_type: bar table: recurso_aprendizaje dimension: programa_estudio metric_or_operation: COUNT filters: tipo_recurso=libro
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,78,id: 78 question: Recursos digitales por facultad intent: count chart_type: bar table: recurso_aprendizaje dimension: curso metric_or_operation: COUNT filters: formato=digital
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,79,id: 79 question: Cuántos artículos científicos hay registrados intent: count table: recurso_aprendizaje metric_or_operation: COUNT filters: tipo_recurso=articulo
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,80,id: 80 question: Recursos por unidad del curso Metodología intent: list table: recurso_aprendizaje filters: curso=Metodologia
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,81,id: 81 question: Evidencias pendientes del formato C1 intent: count chart_type: bar table: sunedu_evidencia_curricular dimension: programa_estudio metric_or_operation: COUNT filters: codigo_formato=C1&estado=pendiente
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,82,id: 82 question: Ítems sin evidencia para C2 intent: list table: sunedu_formato_item filters: codigo_formato=C2
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,83,id: 83 question: Cumplimiento SUNEDU por sede intent: count chart_type: bar table: sunedu_evidencia_curricular dimension: sede metric_or_operation: COUNT filters: estado=validado
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,84,id: 84 question: Requisitos pendientes por facultad intent: count chart_type: bar table: sunedu_evidencia_curricular dimension: facultad metric_or_operation: COUNT filters: estado=pendiente
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,85,id: 85 question: Evidencias observadas por programa intent: count chart_type: bar table: sunedu_evidencia_curricular dimension: programa_estudio metric_or_operation: COUNT filters: estado=observado
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,86,id: 86 question: Cuántos ítems tiene el formato C1 intent: count table: sunedu_formato_item metric_or_operation: COUNT filters: codigo_formato=C1
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,87,id: 87 question: Distribución de evidencias por estado de validación intent: count chart_type: pie table: sunedu_evidencia_curricular dimension: estado_validacion metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,88,id: 88 question: Ítems obligatorios de C2 por componente intent: count chart_type: bar table: sunedu_formato_item dimension: componente metric_or_operation: COUNT filters: codigo_formato=C2&obligatorio=si
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,89,id: 89 question: Evidencias validadas por sede intent: count chart_type: bar table: sunedu_evidencia_curricular dimension: sede metric_or_operation: COUNT filters: estado=validado
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,90,id: 90 question: Requisitos SUNEDU por condición básica intent: count chart_type: bar table: sunedu_formato_item dimension: condicion_basica metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,91,id: 91 question: cuantos cursos hay por carrera intent: count chart_type: bar table: silabos dimension: programa_estudio metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,92,id: 92 question: cantida de silabos por faculta intent: count chart_type: bar table: silabos dimension: facultad metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,93,id: 93 question: conte de cursos por modalida intent: count chart_type: bar table: silabos dimension: modalidad_estudio metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,94,id: 94 question: cuantos hay en juliaka intent: count chart_type: bar table: silabos dimension: programa_estudio metric_or_operation: COUNT filters: sede=Juliaca
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,95,id: 95 question: distribucion por carrera en lima intent: count chart_type: bar table: silabos dimension: programa_estudio metric_or_operation: COUNT filters: sede=Lima
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,Ingeniería de Sistemas,,96,id: 96 question: cuanto creditaje tiene sistemas intent: aggregate table: plan_estudios metric_or_operation: SUM(total_creditos) filters: programa=Sistemas
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,97,id: 97 question: promedio de credtos por facultad intent: aggregate chart_type: bar table: silabos dimension: facultad metric_or_operation: AVG(creditos)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,98,id: 98 question: grafco de barras por facultad intent: chart chart_type: bar table: silabos dimension: facultad metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,99,id: 99 question: pastel de modalidaes intent: chart chart_type: pie table: silabos dimension: modalidad_estudio metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,100,id: 100 question: ranking de prograamas con mas creditos intent: ranking chart_type: horizontal_bar table: plan_estudios dimension: programa_estudio metric_or_operation: SUM(total_creditos)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,101,id: 101 question: mapa de calor programa vs ciclo intent: chart chart_type: heatmap table: malla_curricular dimension: programa_estudio-ciclo metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,102,id: 102 question: dispercion creditos vs horas intent: chart chart_type: scatter table: silabos metric_or_operation: creditos vs horas_totales
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,103,id: 103 question: histograma de creditos intent: chart chart_type: histogram table: malla_curricular metric_or_operation: creditos
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,104,id: 104 question: evolucion de planes por periodo intent: chart chart_type: line table: plan_estudios dimension: periodo_inicio metric_or_operation: COUNT
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,105,id: 105 question: top 10 cursos mas pesados intent: ranking chart_type: horizontal_bar table: malla_curricular dimension: curso metric_or_operation: MAX(creditos)
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,Administración,,106,id: 106 question: Cuántos cursos tiene cada ciclo en Administración intent: count chart_type: bar table: malla_curricular dimension: ciclo metric_or_operation: COUNT filters: programa=Administracion
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,Enfermería,,107,id: 107 question: Total de horas por ciclo en Enfermería intent: aggregate chart_type: bar table: malla_curricular dimension: ciclo metric_or_operation: SUM(horas_totales) filters: programa=Enfermeria
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,Ingeniería de Sistemas,,108,id: 108 question: Promedio de créditos por ciclo en Sistemas intent: aggregate chart_type: bar table: malla_curricular dimension: ciclo metric_or_operation: AVG(creditos) filters: programa=Sistemas
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,Contabilidad,1,109,id: 109 question: Cursos del ciclo 1 de Contabilidad intent: list table: malla_curricular filters: ciclo=1&programa=Contabilidad
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,Ingeniería Civil,,110,id: 110 question: Cursos del último ciclo de Ingeniería Civil intent: list table: malla_curricular filters: ciclo=10&programa=Civil
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,Medicina Humana,,111,id: 111 question: Cuántas unidades tienen los sílabos de Medicina intent: count chart_type: bar table: silabos dimension: curso metric_or_operation: COUNT(unidad) filters: programa=Medicina
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,,,112,id: 112 question: Promedio de sesiones por unidad en Derecho intent: aggregate chart_type: bar table: silabos dimension: curso metric_or_operation: AVG(sesion) filters: programa=Derecho
training_examples,data/knowledge/extracted/_plain/jomelai_reportes_entrenamiento.csv,jomelai reportes entrenamiento,Psicología,,113,id: 113 question: Resultados de aprendizaje por curso en Psicología intent: list table: silabos dimension: ra_unitario filters: programa=Psicologia
